0,8566868	0,8390915	0,8385211	0,8363962	0,8283378	0,8268172	0,8258629	0,8255964	0,8236665	0,823063	
0,9457861	0,9355491	0,935285	0,9293974	0,9271401	0,9180821	0,90747	0,9062503	0,9010826	0,8913128	
0,9675477	0,9654726	0,9625491	0,9540082	0,9447811	0,943579	0,9433348	0,9388924	0,9376642	0,9367716	
1,040892	1,026027	1,011943	1,00609	1,002893	0,9981085	0,9968476	0,995114	0,994937	0,9932972	
1,092981	1,080249	1,064592	1,063965	1,059057	1,056141	1,051011	1,050169	1,049757	1,046215	
1,149868	1,132632	1,120103	1,118241	1,115455	1,111514	1,110637	1,105774	1,102139	1,100696	
1,35716	1,205061	1,184328	1,181579	1,168321	1,164963	1,164724	1,164661	1,163719	1,159242	
1,338457	1,30347	1,275164	1,255206	1,252651	1,252461	1,229118	1,227698	1,225698	1,223623	
1,495169	1,360476	1,347738	1,342823	1,338729	1,329617	1,322245	1,317528	1,315988	1,308408	
1,401358	1,398878	1,386499	1,385916	1,384049	1,377633	1,376587	1,368385	1,367848	1,367326	
1,478439	1,46616	1,459932	1,458099	1,447702	1,442508	1,433559	1,429337	1,427921	1,423917	
1,530912	1,520841	1,489473	1,476915	1,475151	1,4748	1,473121	1,469247	1,467805	1,463775	
1,589034	1,562095	1,553898	1,543553	1,538309	1,529345	1,528913	1,528488	1,527433	1,524088	
1,755682	1,63221	1,582888	1,578706	1,575074	1,573739	1,571657	1,568266	1,564852	1,564195	
1,633604	1,628968	1,622102	1,612958	1,612523	1,606076	1,602416	1,601059	1,599341	1,596637	
2,276238	1,860575	1,6954	1,688277	1,687446	1,673422	1,672116	1,659437	1,652973	1,646842	
1,808256	1,777166	1,734054	1,732923	1,70742	1,705417	1,704525	1,687358	1,68649	1,68175	
1,856812	1,851829	1,770319	1,768073	1,757324	1,747537	1,745737	1,743319	1,736291	1,733782	
1,833633	1,805969	1,800027	1,794654	1,771866	1,768286	1,760027	1,759307	1,75623	1,754923	
2,396681	1,875254	1,872867	1,839056	1,788467	1,786374	1,782283	1,777281	1,776747	1,774843	
1,92836	1,871282	1,866289	1,859222	1,850708	1,836087	1,829475	1,824327	1,817016	1,814027	
1,891892	1,875748	1,864359	1,857992	1,856828	1,851157	1,851066	1,838171	1,835245	1,834345	
2,483727	1,957996	1,94597	1,922389	1,909018	1,903395	1,901832	1,895958	1,888698	1,884338	
2,817673	2,750823	2,194444	2,011562	1,972556	1,969008	1,948567	1,946409	1,941162	1,934761	
2,396461	2,169691	1,984612	1,972114	1,968461	1,967854	1,964882	1,962474	1,957198	1,953121	
3,847095	2,726898	2,647859	2,177112	2,028078	1,992045	1,982123	1,979358	1,972198	1,967344	
3,893918	2,635215	2,296885	2,088657	2,073324	2,050318	2,035984	2,035172	2,023637	2,009716	
2,30123	2,224149	2,128928	2,096819	2,08431	2,04739	2,043017	2,040661	2,031695	2,031635	
2,445817	2,179661	2,177536	2,166379	2,115203	2,087839	2,08617	2,081048	2,080752	2,077327	
3,885604	2,345636	2,242068	2,236625	2,232366	2,220768	2,209611	2,172849	2,170451	2,138702	
2,415725	2,224002	2,198181	2,184709	2,174274	2,168335	2,165334	2,154966	2,154701	2,152642	
3,255598	2,365982	2,248809	2,238581	2,232007	2,216951	2,203742	2,18994	2,187996	2,183112	
4,163944	4,076206	3,627747	3,153036	2,636204	2,414787	2,390657	2,384581	2,286636	2,279871	
2,549735	2,534266	2,319514	2,310747	2,289044	2,286564	2,274936	2,27163	2,270834	2,249733	
2,723667	2,386881	2,364381	2,357958	2,355163	2,33869	2,329935	2,324	2,322822	2,314479	
3,870435	2,513434	2,470993	2,43683	2,417099	2,38686	2,38343	2,380429	2,378749	2,374841	
3,339833	3,179383	2,478341	2,473566	2,44778	2,44519	2,418385	2,41579	2,408082	2,398678	
2,533238	2,505646	2,496652	2,489774	2,476353	2,473329	2,460439	2,458652	2,452179	2,451896	
4,766861	2,728962	2,587834	2,568704	2,557311	2,549113	2,547508	2,526855	2,515681	2,502398	
2,643963	2,639654	2,630961	2,628739	2,618908	2,582036	2,581946	2,57754	2,573109	2,571195	
2,708422	2,703258	2,696761	2,682883	2,682342	2,667098	2,65911	2,638425	2,632664	2,622952	
2,76341	2,737221	2,71555	2,707766	2,701909	2,699646	2,69906	2,694043	2,693983	2,675845	
2,821435	2,773992	2,748394	2,739908	2,728216	2,717762	2,714965	2,711472	2,711432	2,708259	
2,87837	2,842411	2,83874	2,828322	2,807739	2,777468	2,767901	2,759226	2,757817	2,757071	
3,146102	2,853261	2,815546	2,813058	2,803329	2,795069	2,792342	2,792342	2,777961	2,776939	
3,421201	2,947733	2,8698	2,826415	2,8232	2,822232	2,813174	2,80512	2,792585	2,78406	
5,405694	5,238699	3,380527	2,926815	2,903008	2,901726	2,896185	2,893266	2,887121	2,886742	
4,778119	2,950208	2,932763	2,923291	2,92296	2,91502	2,906811	2,887606	2,88447	2,884033	
3,528107	2,992336	2,973874	2,940262	2,934505	2,928968	2,923287	2,904755	2,892695	2,888199	
4,505522	3,082426	3,008674	3,003907	2,981145	2,9694	2,967746	2,967147	2,948617	2,946779	
3,108003	3,080904	3,038579	3,034196	3,018668	2,999979	2,99852	2,996479	2,984979	2,976817	
